interatomic distance(nm), energy(K), force(nN), time elapsed
0.379452816563, -125.225431696033, 22.924533765701, 0.1017
0.379486927455, -125.217582200179, 23.098806216736, 0.1020
0.379519997571, -125.209915507022, 23.267431375755, 0.1023
0.379552019312, -125.202438769355, 23.430401764427, 0.1026
0.379582985335, -125.195158942369, 23.587710418972, 0.1029
0.379612888551, -125.188082778967, 23.739350863377, 0.1032
0.379641722129, -125.181216825265, 23.885317083508, 0.1035
0.379669479491, -125.174567416258, 24.025603502121, 0.1038
0.379696154315, -125.168140671667, 24.160204954769, 0.1041
0.379721740538, -125.161942491952, 24.289116666633, 0.1044
0.379746232349, -125.155978554507, 24.412334230258, 0.1047
0.379769624199, -125.150254310024, 24.529853584215, 0.1050
0.379791910790, -125.144774979017, 24.641670992688, 0.1053
0.379813087084, -125.139545548531, 24.747783025985, 0.1056
0.379833148301, -125.134570769011, 24.848186541989, 0.1059
0.379852089917, -125.129855151337, 24.942878668541, 0.1062
0.379869907664, -125.125402964029, 25.031856786758, 0.1065
0.379886597533, -125.121218230616, 25.115118515300, 0.1068
0.379902155772, -125.117304727170, 25.192661695570, 0.1071
0.379916578889, -125.113665980004, 25.264484377870, 0.1074
0.379929863645, -125.110305263528, 25.330584808494, 0.1077
0.379942007064, -125.107225598273, 25.390961417775, 0.1080
0.379953006424, -125.104429749074, 25.445612809079, 0.1083
0.379962859263, -125.101920223409, 25.494537748753, 0.1086
0.379971563376, -125.099699269905, 25.537735157019, 0.1089
0.379979116816, -125.097768876995, 25.575204099825, 0.1092
0.379985517897, -125.096130771740, 25.606943781646, 0.1095
0.379990765186, -125.094786418802, 25.632953539245, 0.1098
0.379994857513, -125.093737019584, 25.653232836376, 0.1101
0.379997793964, -125.092983511513, 25.667781259457, 0.1104
0.379999573882, -125.092526567496, 25.676598514181, 0.1107
0.380000196871, -125.092366595515, 25.679684423100, 0.1110
0.379999662791, -125.092503738395, 25.677038924148, 0.1113
0.379997971762, -125.092937873716, 25.668662070132, 0.1116
